FID,INSTNAME,CITY,STATE,ZIP
1713,Maryland Beauty Academy of Essex,Baltimore,MD,21224
1714,St Mary's Seminary & University,Baltimore,MD,21210
1715,Salisbury University,Salisbury,MD,21801
1716,St Mary's College of Maryland,St. Mary's City,MD,20686
1717,Sojourner-Douglass College,Baltimore,MD,21205
1718,St John's College,Annapolis,MD,21401
1719,TESST College of Technology-Beltsville,Beltsville,MD,20705
1720,Towson University,Towson,MD,21252
1721,Maryland University of Integrative Health,Laurel,MD,20723
1722,International Beauty School,Cumberland,MD,21502
1723,University System of Maryland,Adelphi,MD,20783
1724,United States Naval Academy,Annapolis,MD,21402
1725,Stevenson University,Stevenson,MD,21153
1726,Washington Bible College-Capital Bible Seminary,Lanham,MD,20706
1727,Washington College,Chestertown,MD,21620
1728,Washington Theological Union,Washington,DC,20017
1729,McDaniel College,Westminster,MD,21157
1730,Wor-Wic Community College,Salisbury,MD,21804
1731,Hult International Business School,Cambridge,MA,2141
1732,New England College of Business and Finance,Boston,MA,2110
1733,American International College,Springfield,MA,1109
1734,Amherst College,Amherst,MA,1002
1735,Andover Newton Theological School,Newton Centre,MA,2459
1736,Anna Maria College,Paxton,MA,1612
1737,Assabet Valley Regional Technical School,Marlborough,MA,1752
1738,Assumption College,Worcester,MA,1609
1739,Babson College,Wellesley,MA,2457
1740,Bancroft School of Massage Therapy,Worcester,MA,1604
1741,Boston Baptist College,Boston,MA,2136
1742,Bay Path College,Longmeadow,MA,1106
1743,Bay State College,Boston,MA,2116
1744,Bay State School of Technology,Canton,MA,2021
1745,Becker College,Worcester,MA,1609
1746,Bentley University,Waltham,MA,2452
1747,Berklee College of Music,Boston,MA,2215
1748,Berkshire Community College,Pittsfield,MA,1201
1749,Empire Beauty School-Boston,Boston,MA,2111
1750,Boston Architectural College,Boston,MA,2115
1751,Boston Graduate School of Psychoanalysis Inc,Brookline,MA,2446
1752,Boston College,Chestnut Hill,MA,2467
1753,The Boston Conservatory,Boston,MA,2215
1754,Boston University,Boston,MA,2215
1755,Brandeis University,Waltham,MA,2454
1756,Bridgewater State University,Bridgewater,MA,2325
1757,Bristol Community College,Fall River,MA,2720
1758,Signature Healthcare Brockton Hospital School of Nursing,Brockton,MA,2302
1759,Bunker Hill Community College,Boston,MA,2129
1760,Cambridge College,Cambridge,MA,2138
1761,Cape Cod Community College,West Barnstable,MA,2668
1762,Catherine Hinds Institute of Esthetics,Woburn,MA,1801
1763,Laboure College,Milton,MA,2186
1764,Clark University,Worcester,MA,1610
1765,Conway School of Landscape Design,Conway,MA,1341
1766,Curry College,Milton,MA,2186
1767,Lincoln Technical Institute-Somerville,Somerville,MA,2145
1768,Dean College,Franklin,MA,2038
1769,Diman Regional Technical Institute,Fall River,MA,2723
1770,National Aviation Academy of New England,Bedford,MA,1730
1771,Eastern Nazarene College,Quincy,MA,2170
1772,Emerson College,Boston,MA,2116
1773,Emmanuel College,Boston,MA,2115
1774,Endicott College,Beverly,MA,1915
1775,Episcopal Divinity School,Cambridge,MA,2138
1776,Rob Roy Academy-Fall River,Fall River,MA,2720
1777,Fisher College,Boston,MA,2116
1778,Fitchburg State University,Fitchburg,MA,1420
1779,Framingham State University,Framingham,MA,1701
1780,Benjamin Franklin Institute of Technology,Boston,MA,2116
1781,Gordon College,Wenham,MA,1984
1782,Gordon-Conwell Theological Seminary,South Hamilton,MA,1982
1783,Greenfield Community College,Greenfield,MA,1301
1784,Hallmark Institute of Photography,Turners Falls,MA,1376
1785,Hampshire College,Amherst,MA,1002
1786,Harvard University,Cambridge,MA,2138
1787,Hebrew College,Newton Centre,MA,2459
1788,Hellenic College-Holy Cross Greek Orthodox School of Theology,Brookline,MA,2445
1789,Henris School of Hair Design,Fitchburg,MA,1420
1790,College of the Holy Cross,Worcester,MA,1610
1791,Holyoke Community College,Holyoke,MA,1040
1792,Sanford-Brown College-Boston,Boston,MA,2116
1793,Kay Harvey Academy of Hair Design,West Springfield,MA,1089
1794,La Baron Hairdressing Academy-Brockton,Brockton,MA,2301
1795,La Baron Hairdressing Academy-New Bedford,New Bedford,MA,2740
1796,Lasell College,Newton,MA,2466
1797,Lawrence Memorial Hospital School of Nursing,Medford,MA,2155
1798,Lesley University,Cambridge,MA,2138
1799,Longy School of Music of Bard College,Cambridge,MA,2138
1800,Lowell Academy Hairstyling Institute,Lowell,MA,1852
1801,University of Massachusetts-Lowell,Lowell,MA,1854
1802,Mansfield Beauty Schools-Springfield,Springfield,MA,1103
1803,Mansfield Beauty Schools-Quincy,Quincy,MA,2169
1804,Marian Court College,Swampscott,MA,1907
1805,University of Massachusetts-Amherst,Amherst,MA,1003
1806,University of Massachusetts-Boston,Boston,MA,2125
1807,Massachusetts Bay Community College,Wellesley Hills,MA,2481
1808,MCPHS University,Boston,MA,2115
1809,University of Massachusetts-Central Office,Boston,MA,2110
1810,Massachusetts College of Art and Design,Boston,MA,2115
1811,Massachusetts Institute of Technology,Cambridge,MA,2139
1812,Massachusetts Maritime Academy,Buzzards Bay,MA,2532
1813,University of Massachusetts Medical School Worcester,Worcester,MA,1655
1814,Massachusetts School of Professional Psychology,Newton,MA,2459
1815,Massachusetts School of Barbering,Quincy,MA,2169
1816,Massasoit Community College,Brockton,MA,2302
1817,Merrimack College,North Andover,MA,1845
1818,MGH Institute of Health Professions,Boston,MA,2129
1819,Middlesex Community College,Bedford,MA,1730
1820,Montserrat College of Art,Beverly,MA,1915
1821,Mount Holyoke College,South Hadley,MA,1075
1822,Mount Ida College,Newton,MA,2459
1823,Mount Wachusett Community College,Gardner,MA,1440
1824,Cortiva Institute-Boston,Watertown,MA,2472
1825,School of the Museum of Fine Arts-Boston,Boston,MA,2115
1826,Everest Institute-Brighton,Brighton,MA,2135
1827,Rob Roy Academy-New Bedford,New Bedford,MA,2720
1828,The New England Conservatory of Music,Boston,MA,2115
1829,New England College of Optometry,Boston,MA,2115
1830,New England School of Acupuncture,Newton,MA,2458
1831,New England School of Law,Boston,MA,2116
1832,New England School of Photography,Boston,MA,2215
1833,Newbury College,Brookline,MA,2445
1834,Nichols College,Dudley,MA,1571
1835,Massachusetts College of Liberal Arts,North Adams,MA,1247
1836,North Bennet Street School,Boston,MA,2109
1837,North Shore Community College,Danvers,MA,1923
1838,The New England Institute of Art,Brookline,MA,2445
1839,Northeastern University,Boston,MA,2115
1840,Northern Essex Community College,Haverhill,MA,1830
1841,College of Our Lady of the Elms,Chicopee,MA,1013
1842,Pine Manor College,Chestnut Hill,MA,2467
1843,Blessed John XXIII National Seminary,Weston,MA,2493
1844,Quincy College,Quincy,MA,2169
1845,Quinsigamond Community College,Worcester,MA,1606
1846,Kaplan Career Institute-Charlestown,Charlestown,MA,2129
1847,Regis College,Weston,MA,2493
1848,Roxbury Community College,Roxbury Crossing,MA,2120
1849,Saint John's Seminary,Brighton,MA,2135
1850,Salem State University,Salem,MA,1970
1851,Salter College-West Boylston,West Boylston,MA,1583
1852,Simmons College,Boston,MA,2115
1853,Bard College at Simon's Rock,Great Barrington,MA,1230
1854,Smith College,Northampton,MA,1063
1855,Southeastern Technical Institute,South Easton,MA,2375
1856,Springfield College,Springfield,MA,1109
1857,Springfield Technical Community College,Springfield,MA,1105
1858,University of Massachusetts-Dartmouth,North Dartmouth,MA,2747
1859,Stonehill College,Easton,MA,2357
1860,Suffolk University,Boston,MA,2108
1861,Rob Roy Academy-Taunton,Taunton,MA,2780
1862,Tufts University,Medford,MA,2155
1863,Wellesley College,Wellesley,MA,2481
1864,Wentworth Institute of Technology,Boston,MA,2115
1865,Western New England University,Springfield,MA,1119
1866,Westfield State University,Westfield,MA,1086
1867,Wheaton College,Norton,MA,2766
1868,Wheelock College,Boston,MA,2215
1869,Williams College,Williamstown,MA,1267
1870,Worcester Polytechnic Institute,Worcester,MA,1609
1871,Worcester State University,Worcester,MA,1602
1872,Adrian College,Adrian,MI,49221
1873,Albion College,Albion,MI,49224
1874,Hillsdale Beauty College,Hillsdale,MI,49242
1875,Northwestern Technological Institute,Southfield,MI,48075
1876,Alma College,Alma,MI,48801
1877,Alpena Community College,Alpena,MI,49707
1878,Andrews University,Berrien Springs,MI,49104
1879,Aquinas College,Grand Rapids,MI,49506
1880,Baker College of Owosso,Owosso,MI,48867
1881,Baker College of Flint,Flint,MI,48507
1882,Bay de Noc Community College,Escanaba,MI,49829
1883,Bayshire Academy of Beauty Craft Inc,Bay City,MI,48708
1884,Cadillac Institute of Cosmetology,Cadillac,MI,49601
1885,Calvin College,Grand Rapids,MI,49546
1886,Calvin Theological Seminary,Grand Rapids,MI,49546
1887,Carnegie Institute,Troy,MI,48083
1888,Michigan School of Professional Psychology,Farmington Hills,MI,48334
1889,Central Michigan University,Mount Pleasant,MI,48859
1890,Mott Community College,Flint,MI,48503
1891,Empire Beauty School-Michigan,Grand Rapids,MI,49525
1892,Cleary University,Ann Arbor,MI,48105
1893,Concordia University-Ann Arbor,Ann Arbor,MI,48105
1894,Cranbrook Academy of Art,Bloomfield Hills,MI,48304
1895,College for Creative Studies,Detroit,MI,48202
1896,Davenport University,Grand Rapids,MI,49512
1897,David Pressley School of Cosmetology,Royal Oak,MI,48067
1898,Delta College,University Center,MI,48710
1899,Detroit Business Institute-Downriver,Riverview,MI,48193
1900,Michigan State University-College of Law,East Lansing,MI,48824
1901,MIAT College of Technology,Canton,MI,48188
1902,University of Detroit Mercy,Detroit,MI,48221
1903,Dorsey Business Schools-Madison Heights,Madison Heights,MI,48071
1904,Dorsey Business Schools-Southgate,Southgate,MI,48195
1905,Eastern Michigan University,Ypsilanti,MI,48197
1906,Ferris State University,Big Rapids,MI,49307
1907,Flint Institute of Barbering Inc,Flint,MI,48504
1908,Glen Oaks Community College,Centreville,MI,49032
1909,Kettering University,Flint,MI,48504
1910,Gogebic Community College,Ironwood,MI,49938
1911,Grace Bible College,Wyoming,MI,49509
1912,Cornerstone University,Grand Rapids,MI,49525
1913,Everest Institute-Grand Rapids,Grand Rapids,MI,49525
1914,Grand Rapids Community College,Grand Rapids,MI,49503
1915,Grand Valley State University,Allendale,MI,49401
1916,Great Lakes Christian College,Lansing,MI,48917
1917,Henry Ford Community College,Dearborn,MI,48128
1918,Hope College,Holland,MI,49423
1919,ITT Technical Institute-Wyoming,Wyoming,MI,49519
1920,Jackson College,Jackson,MI,49201
1921,Wright Beauty Academy,Portage,MI,49002
1922,Kalamazoo College,Kalamazoo,MI,49006
1923,Kalamazoo Valley Community College,Kalamazoo,MI,49003
1924,Kellogg Community College,Battle Creek,MI,49017
1925,Kirtland Community College,Roscommon,MI,48653
1926,Michigan College of Beauty-Monroe,Monroe,MI,48161
1927,Lake Michigan College,Benton Harbor,MI,49022
1928,Lake Superior State University,Sault Ste Marie,MI,49783
1929,Lansing Community College,Lansing,MI,48901
1930,Lawrence Technological University,Southfield,MI,48075
1931,M J Murphy Beauty College of Mount Pleasant,Mount Pleasant,MI,48858
1932,Macomb Community College,Warren,MI,48088
1933,Madonna University,Livonia,MI,48150
1934,Marygrove College,Detroit,MI,48221
1935,Rochester College,Rochester Hills,MI,48307
1936,University of Michigan-Ann Arbor,Ann Arbor,MI,48109
1937,Michigan Barber School Inc,Detroit,MI,48204
1938,Michigan State University,East Lansing,MI,48824
1939,Michigan Technological University,Houghton,MI,49931
1940,University of Michigan-Dearborn,Dearborn,MI,48128
1941,University of Michigan-Flint,Flint,MI,48502
1942,Mid Michigan Community College,Harrison,MI,48625
1943,Monroe County Community College,Monroe,MI,48161
1944,Montcalm Community College,Sidney,MI,48885
1945,Mr Bela's School of Cosmetology Inc,Warren,MI,48092
1946,Baker College of Muskegon,Muskegon,MI,49442
1947,Muskegon Community College,Muskegon,MI,49442
1948,Everest College-Skokie,Skokie,IL,60077
1949,Everest Institute-Southfield,Southfield,MI,48033
1950,North Central Michigan College,Petoskey,MI,49770
1951,Northern Michigan University,Marquette,MI,49855
1952,Paul Mitchell the School-Escanaba,Escanaba,MI,49829
1953,Northwestern Michigan College,Traverse City,MI,49686
1954,Northwood University-Michigan,Midland,MI,48640
1955,Oakland Community College,Bloomfield Hills,MI,48304
1956,Oakland University,Rochester Hills,MI,48309
1957,Olivet College,Olivet,MI,49076
1958,Port Huron Cosmetology College,Waterford,MI,48329
1959,Kuyper College,Grand Rapids,MI,49525
1960,Ross Medical Education Center-Lansing,Lansing,MI,48917
1961,Ross Medical Education Center-Madison Heights,Madison Heights,MI,48071
1962,Ross Medical Education Center-Flint,Flint,MI,48507
1963,Sacred Heart Major Seminary,Detroit,MI,48206
1964,Saginaw Valley State University,University Center,MI,48710
1965,Schoolcraft College,Livonia,MI,48152
1966,Siena Heights University,Adrian,MI,49221
1967,St Clair County Community College,Port Huron,MI,48061
1968,Southwestern Michigan College,Dowagiac,MI,49047
1969,Specs Howard School of Media Arts,Southfield,MI,48075
1970,Spring Arbor University,Spring Arbor,MI,49283
1971,Michigan Career and Technical Institute,Plainwell,MI,49080
1972,Finlandia University,Hancock,MI,49930
1973,Thomas M Cooley Law Schoo,Lansing,MI,48901
1974,Twin City Beauty College,Saint Joseph,MI,49085
1975,Walsh College of Accountancy and Business Administration,Troy,MI,48083
1976,Washtenaw Community College,Ann Arbor,MI,48105
1977,Wayne County Community College District,Detroit,MI,48226
1978,Wayne State University,Detroit,MI,48202
1979,West Shore Community College,Scottville,MI,49454
1980,Western Michigan University,Kalamazoo,MI,49008
1981,Western Theological Seminary,Holland,MI,49423
1982,Wright Beauty Academy,Battle Creek,MI,49015
1983,Academy College,Minneapolis,MN,55420
1984,Alexandria Technical & Community College,Alexandria,MN,56308
1985,American Indian OIC Inc,Minneapolis,MN,55404
1986,Anoka Technical College,Anoka,MN,55303
1987,Anoka-Ramsey Community College,Coon Rapids,MN,55433
1988,Apostolic Bible Institute Inc,Saint Paul,MN,55128
1989,Augsburg College,Minneapolis,MN,55454
1990,Riverland Community College,Austin,MN,55912
1991,Northwest Technical College,Bemidji,MN,56601
1992,Bemidji State University,Bemidji,MN,56601
1993,Bethany Lutheran College,Mankato,MN,56001
1994,Bethel University,Saint Paul,MN,55112
1995,Bethel Seminary-St Paul,Saint Paul,MN,55112
1996,Central Lakes College-Brainerd,Brainerd,MN,56401
1997,Carleton College,Northfield,MN,55057
1998,Concordia College at Moorhead,Moorhead,MN,56562
1999,Concordia University-Saint Paul,Saint Paul,MN,55104
2000,Dakota County Technical College,Rosemount,MN,55068
2001,Martin Luther College,New Ulm,MN,56073
2002,Lake Superior College,Duluth,MN,55811
2003,Cosmetology Careers Unlimited College of Hair Skin and Nails,Duluth,MN,55802
2004,Duluth Business University,Dultuh,MN,55807
2005,Minnesota State Community and Technical College,Fergus Falls,MN,56537
2006,Globe University-Woodbury,Woodbury,MN,55125
2007,Minnesota West Community and Technical College,Granite Falls,MN,56241
2008,Gustavus Adolphus College,Saint Peter,MN,56082
2009,Hamline University,Saint Paul,MN,55104
2010,Hazelden Graduate School of Addiction Studies,Center City,MN,55012
2011,Hennepin Technical College,Brooklyn Park,MN,55445
2012,Cosmetology Careers Unlimited College of Hair Skin and Nails,Hibbing,MN,55746
2013,Hibbing Community College,Hibbing,MN,55746
2014,Aveda Institute-Minneapolis,Minneapolis,MN,55414
2015,Inver Hills Community College,Inver Grove Heights,MN,55076
2016,Itasca Community College,Grand Rapids,MN,55744
2017,The Art Institutes International-Minnesota,Minneapolis,MN,55402
2018,Luther Seminary,Saint Paul,MN,55108
2019,Macalester College,Saint Paul,MN,55105
2020,South Central College,North Mankato,MN,56003
2021,Minnesota State University-Mankato,Mankato,MN,56001
2022,Regency Beauty Institute-Blaine,Blaine,MN,55434
2023,Mayo Medical School,Rochester,MN,55905
2024,Mayo School of Health Sciences,Rochester,MN,55905
2025,Argosy University-Twin Cities,Eagan,MN,55121
2026,Mesabi Range Community and Technical College,Virginia,MN,55792
2027,Metropolitan State University,Saint Paul,MN,55106
2028,University of Minnesota-Twin Cities,Minneapolis,MN,55455
2029,University of Minnesota-Crookston,Crookston,MN,56716
2030,Minneapolis Business College,Roseville,MN,55113
2031,Minneapolis College of Art and Design,Minneapolis,MN,55404
2032,Minneapolis Community and Technical College,Minneapolis,MN,55403
2033,Herzing University-Minneapolis,Minneapolis,MN,55428
2034,Minnesota School of Cosmetology-Woodbury Campus,WOODBURY,MN,55125
2035,Crossroads College,Rochester,MN,55902
2036,University of Minnesota-Duluth,Duluth,MN,55812
2037,University of Minnesota-Morris,Morris,MN,56267
2038,Minnesota School of Business-Richfield,Richfield,MN,55423
2039,Model College of Hair Design,Saint Cloud,MN,56301
2040,Minnesota State University-Moorhead,Moorhead,MN,56563
2041,North Hennepin Community College,Brooklyn Park,MN,55445
2042,National American University-Roseville,Roseville,MN,55113
2043,Brown College-Mendota Heights,Mendota Heights,MN,55120
2044,Normandale Community College,Bloomington,MN,55431
2045,North Central University,Minneapolis,MN,55404
2046,Northland Community and Technical College,Thief River Falls,MN,56701
2047,Northwest Technical Institute,Eagan,MN,55121
2048,University of Northwestern-St Paul,Saint Paul,MN,55113
2049,Northwestern Health Sciences University,Bloomington,MN,55431
2050,Oak Hills Christian College,Bemidji,MN,56601
2051,Regency Beauty Institute-Burnsville,Burnsville,MN,55306
2052,Pine Technical College,Pine City,MN,55063
2053,Rainy River Community College,International Falls,MN,56649
2054,Rochester Community and Technical College,Rochester,MN,55904
2055,College of Saint Benedict,Saint Joseph,MN,56374
2056,St Cloud Technical and Community College,Saint Cloud,MN,56303
2057,Regency Beauty Institute-St Cloud,Waite Park,MN,55387
2058,Saint Cloud State University,Saint Cloud,MN,56301
2059,Saint Johns University,Collegeville,MN,56321
2060,Saint Mary's University of Minnesota,Winona,MN,55987
2061,St Olaf College,Northfield,MN,55057
2062,Crown College,Saint Bonifacius,MN,55375
2063,The College of Saint Scholastica,Duluth,MN,55811
2064,University of St Thomas,Saint Paul,MN,55105
2065,College of Visual Arts,Hopkins,MN,55305
2066,Empire Beauty School-Bloomington,Bloomington,MN,55420
2067,St Catherine University,Saint Paul,MN,55105
2068,Rasmussen College-Minnesota,St. Cloud,MN,56301
2069,Saint Paul College,Saint Paul,MN,55102
2070,Southwest Minnesota State University,Marshall,MN,56258
2071,Summit Academy Opportunities Industrialization Center,Minneapolis,MN,55405
2072,United Theological Seminary of the Twin Cities,New Brighton,MN,55112
2073,Vermilion Community College,Ely,MN,55731
2074,Dunwoody College of Technology,Minneapolis,MN,55403
2075,Ridgewater College,Willmar,MN,56201
2076,Minnesota State College-Southeast Technical,Winona,MN,55987
2077,Winona State University,Winona,MN,55987
2078,William Mitchell College of Law,Saint Paul,MN,55105
2079,Century College,White Bear Lake,MN,55110
2080,Alcorn State University,Alcorn State,MS,39096
2081,Belhaven University,Jackson,MS,39202
2082,Blue Mountain College,Blue Mountain,MS,38610
2083,Chris Beauty College,Gulfport,MS,39501
2084,Coahoma Community College,Clarksdale,MS,38614
2085,Antonelli College-Jackson,Jackson,MS,39232
2086,Copiah-Lincoln Community College,Wesson,MS,39191
2087,Creations College of Cosmetology,Tupelo,MS,38801
2088,Delta Beauty College,Greenville,MS,38701
2089,Delta State University,Cleveland,MS,38733
2090,East Central Community College,Decatur,MS,39327
2091,East Mississippi Community College,Scooba,MS,39358
2092,Fosters Cosmetology College,Ripley,MS,38663
2093,Academy of Hair Design-Grenada,Grenada,MS,38901
2094,Hinds Community College,Raymond,MS,39154
2095,Holmes Community College,Goodman,MS,39079
2096,Itawamba Community College,Fulton,MS,38843
2097,Jackson State University,Jackson,MS,39217
2098,Jones County Junior College,Ellisville,MS,39437
2099,Meridian Community College,Meridian,MS,39307
2100,Millsaps College,Jackson,MS,39210
2101,Board of Trustees-Mississippi State Institutions of Higher Learning,Jackson,MS,39211
2102,Mississippi Delta Community College,Moorhead,MS,38761
2103,University of Mississippi,University,MS,38677
2104,University of Mississippi Medical Center,Jackson,MS,39216
2105,Mississippi University for Women,Columbus,MS,39701
2106,Mississippi Valley State University,Itta Bena,MS,38941
2107,Mississippi College,Clinton,MS,39058
2108,Mississippi College of Beauty Culture,Laurel,MS,39440
2109,Mississippi Gulf Coast Community College,Perkinston,MS,39573
2110,Mississippi State University,Mississippi State,MS,39762
2111,Northeast Mississippi Community College,Booneville,MS,38829
2112,Northwest Mississippi Community College,Senatobia,MS,38668
2113,Pearl River Community College,Poplarville,MS,39470
2114,Rust College,Holly Springs,MS,38635
2115,Southeastern Baptist College,Laurel,MS,39440
2116,Southwest Mississippi Community College,Summit,MS,39666
2117,University of Southern Mississippi,Hattiesburg,MS,39406
2118,Magnolia College of Cosmetology,Jackson,MS,39206
2119,Tougaloo College,Tougaloo,MS,39174
2120,Wesley Biblical Seminary,Jackson,MS,39286
2121,William Carey University,Hattiesburg,MS,39401
2122,Anthem College-Maryland Heights,Maryland Heights,MO,63042
2123,Aquinas Institute of Theology,Saint Louis,MO,63108
2124,Assemblies of God Theological Seminary,Springfield,MO,65802
2125,Avila University,Kansas City,MO,64145
2126,ITT Technical Institute-Earth City,Earth City,MO,63045
2127,Baptist Bible College,Springfield,MO,65803
2128,House of Heavilin Beauty College-Blue Springs,Blue Springs,MO,64014
2129,Boonslick Technical Education Center,Boonville,MO,65233
2130,Cox College,Springfield,MO,65802
2131,Calvary Bible College and Theological Seminary,Kansas City,MO,64147
2132,Cape Girardeau Career and Technology Center,Cape Girardeau,MO,63703
2133,Central Christian College of the Bible,Moberly,MO,65270
2134,Central Bible College,Springfield,MO,65803
2135,Central Methodist University-College of Liberal Arts and Sciences,Fayette,MO,65248
2136,University of Central Missouri,Warrensburg,MO,64093
2137,Grand River Technical School,Chillicothe,MO,64601
2138,Chillicothe Beauty Academy Inc,Chillicothe,MO,64601
2139,Cleveland University-Kansas City,Overland Park,KS,66210
2140,Columbia Area Career Center,Columbia,MO,65203
2141,Columbia College,Columbia,MO,65216
2142,Conception Seminary College,Conception,MO,64433
2143,Concordia Seminary,Saint Louis,MO,63105
2144,Cottey College,Nevada,MO,64772
2145,Covenant Theological Seminary,Saint Louis,MO,63141
2146,Crowder College,Neosho,MO,64850
2147,Culver-Stockton College,Canton,MO,63435
2148,DeVry University-Missouri,Kansas City,MO,64131
2149,Drury University,Springfield,MO,65802
2150,East Central College,Union,MO,63084
2151,Eden Theological Seminary,Webster Groves,MO,63119
2152,Elaine Steven Beauty College,Saint Louis,MO,63136
2153,Pinnacle Career Institute-South Kansas City,Kansas City,MO,64131
2154,Evangel University,Springfield,MO,65802
2155,Fontbonne University,Saint Louis,MO,63105
2156,Forest Institute of Professional Psychology,Springfield,MO,65807
2157,Four Rivers Career Center,Washington,MO,63090
2158,Ozarks Technical Community College,Springfield,MO,65802
2159,Hannibal-LaGrange University,Hannibal,MO,63401
2160,Harris-Stowe State University,Saint Louis,MO,63103
2161,Hickey College,Saint Louis,MO,63146
2162,House of Heavilin Beauty College-Kansas City,Kansas City,MO,64110
2163,Independence College of Cosmetology,Independence,MO,64055
2164,Jefferson College,Hillsboro,MO,63050
2165,Cosmetology Concepts Institute,Columbia,MO,65202
2166,Barnes-Jewish College Goldfarb School of Nursing,Saint Louis,MO,63110
2167,Kansas City Art Institute,Kansas City,MO,64111
2168,Kennett Career and Technology Center,Kennett,MO,63857
2169,Kenrick Glennon Seminary,Saint Louis,MO,63119
2170,A T Still University of Health Sciences,Kirksville,MO,63501
2171,Lake Career and Technical Center,Camdenton,MO,65020
2172,Lex La-Ray Technical Center,Lexington,MO,64067
2173,Lincoln University,Jefferson City,MO,65101
2174,Lindenwood University,Saint Charles,MO,63301
2175,Linn State Technical College,Linn,MO,65051
2176,Logan University,Chesterfield,MO,63017
2177,Metropolitan Community College-Kansas City,Kansas City,MO,64111
2178,Lutheran School of Nursing,Saint Louis,MO,63118
2179,Maryville University of Saint Louis,Saint Louis,MO,63141
2180,Merrell University of Beauty Arts and Science,Jefferson City,MO,65109
2181,Metro Business College-Cape Girardeau,Cape Girardeau,MO,63701
2182,Metropolitan Community College-Kansas City,Kansas City,MO,64111
2183,Midwest Institute,Fenton,MO,63026
2184,Midwestern Baptist Theological Seminary,Kansas City,MO,64118
2185,Mineral Area College,Park Hills,MO,63601
2186,Westwood College-O'Hare Airport,Chicago,IL,60631
2187,Missouri Baptist University,Saint Louis,MO,63141
2188,National Academy of Beauty Arts-Farmington,Farmington,MO,63640
2189,Missouri College,Brentwood,MO,63144
2190,Missouri School of Barbering & Hairstyling,Florissant,MO,63031
2191,Missouri Southern State University,Joplin,MO,64801
2192,Missouri Tech,Saint Charles,MO,63303
2193,Missouri Valley College,Marshall,MO,65340
2194,Missouri Western State University,Saint Joseph,MO,64507
2195,University of Missouri-Columbia,Columbia,MO,65211
2196,University of Missouri-Kansas City,Kansas City,MO,64110
2197,Missouri University of Science and Technology,Rolla,MO,65409
2198,University of Missouri-St Louis,Saint Louis,MO,63121
2199,University of Missouri-System Office,Columbia,MO,65211
2200,Moberly Area Community College,Moberly,MO,65270
2201,Hillyard Technical Center,Saint Joseph,MO,64506
2202,National Academy of Beauty Arts-St Louis,Saint Louis,MO,63128
2203,Nazarene Theological Seminary,Kansas City,MO,64131
2204,Neosho Beauty College,Neosho,MO,64850
2205,Nichols Career Center,Jefferson City,MO,65101
2206,Northwest Technical School,Maryville,MO,64468
2207,Truman State University,Kirksville,MO,63501
2208,Northwest Missouri State University,Maryville,MO,64468
2209,Ozark Christian College,Joplin,MO,64801
2210,College of the Ozarks,Point Lookout,MO,65726
2211,Park University,Parkville,MO,64152
2212,Stevens Institute of Business & Arts,Saint Louis,MO,63103
2213,Poplar Bluff Technical Career Center,Poplar Bluff,MO,63901
2214,Ranken Technical College,Saint Louis,MO,63113
2215,Research College of Nursing,Kansas City,MO,64132
2216,Rockhurst University,Kansas City,MO,64110
2217,Rolla Technical Institute,Rolla,MO,65401
2218,Everest College-Springfield,Springfield,MO,65807
2219,Saint Louis University,Saint Louis,MO,63103
2220,Salem College of Hairstyling,Rolla,MO,65401
2221,Sanford-Brown College-Fenton,Fenton,MO,63026
2222,American College of Hair Design Inc,Sedalia,MO,65301
2223,Sikeston Career and Technology Center,Sikeston,MO,63801
2224,Saint Louis Christian College,Florissant,MO,63033
2225,St Louis College of Pharmacy,Saint Louis,MO,63110
2226,Saint Louis Community College,Saint Louis,MO,63102
2227,Saint Paul School of Theology,Leawood,KS,66224
2228,Southwest Baptist University,Bolivar,MO,65613
2229,Missouri State University-West Plains,West Plains,MO,65775
2230,Mercy Hospital Springfield-School of Radiologic Technology,Springfield,MO,65804
2231,Saint Luke's College of Health Sciences,Kansas City,MO,64111
2232,St Louis College of Health Careers-St Louis,Saint Louis,MO,63110
2233,State Fair Community College,Sedalia,MO,65301
2234,Stephens College,Columbia,MO,65215
2235,Southeast Missouri State University,Cape Girardeau,MO,63701
2236,Missouri State University-Springfield,Springfield,MO,65897
2237,Three Rivers Community College,Poplar Bluff,MO,63901
2238,North Central Missouri College,Trenton,MO,64683
2239,Eldon Career Center,Eldon,MO,65026
2240,Truman Medical Center School of Nurse Anesthesia,Kansas City,MO,64108
2241,Kansas City University of Medicine and Biosciences,Kansas City,MO,64106
2242,Washington University in St Louis,Saint Louis,MO,63130
2243,Webster University,Saint Louis,MO,63119
2244,Wentworth Military Academy & Junior College,Lexington,MO,64067
2245,Westminster College,Fulton,MO,65251
2246,William Jewell College,Liberty,MO,64068
2247,William Woods University,Fulton,MO,65251
2248,Academy of Cosmetology,Bozeman,MT,59715
2249,Blackfeet Community College,Browning,MT,59417
2250,Butte Academy of Beauty Culture,Butte,MT,59701
2251,Highlands College of Montana Tech,Butte,MT,59701
2252,Crevier's School of Cosmetology,Kalispell,MT,59901
2253,Carroll College,Helena,MT,59625
2254,Dawson Community College,Glendive,MT,59330
2255,Chief Dull Knife College,Lame Deer,MT,59043
2256,Montana State University-Billings,Billings,MT,59101
