FID,INSTNAME,CITY,STATE,ZIP
7464,Dade Medical College-Jacksonville,Jacksonville,FL,32225
7465,WestMed College,San Jose,CA,95128
7466,Larry's Barber College,Chicago,IL,60628
7467,Futura Career Institute,Hialeah,FL,33012
7468,Access Careers,Brooklyn,NY,11201
7469,Flair Beauty College,Canyon Country,CA,91351
7470,Eternity Cosmetology School,West Palm Beach,FL,33415
7471,Tri-State Institute of Hair Design,London,KY,40744
7472,Vogue College of Cosmetology-San Antonio Fredericksburg,San Antonio,TX,78201
7473,Vogue College of Cosmetology,San Antonio,TX,78238
7474,Tomorrow's Image Barber Academy of Virginia,Newport News,VA,23602
7475,Excel Learning Center,El Paso,TX,79907
7476,College of International Esthetics Inc,Arvada,CO,80002
7477,Medical Allied Career Center,Santa Fe Springs,CA,90670
7478,Bais HaMedrash and Mesivta of Baltimore,Baltimore,MD,21209
7479,Long Island Barber Institute,Hempstead,NY,11550
7480,Toni & Guy Hairdressing Academy-Toledo,Toledo,OH,43615
7481,American Institute of Medical Sonography,Las Vegas,NV,89146
7482,Destination Academy for Spa and Salon Professionals,Las Vegas,NV,89147
7483,Classic Cooking Academy,Scottsdale,AZ,85255
7484,School of Court Reporting,Mount Laurel,NJ,80541
7485,Curve Metric School of Hair Design,Elmwood Park,IL,60707
7486,Athena Career Academy,Toledo,OH,43615
7487,Yeshiva Gedolah Zichron Leyma,Linden,NJ,7036
7488,The Barber School,Midvale,UT,84047
7489,Be'er Yaakov Talmudic Seminary,Spring Valley,NY,10977
7490,RGV Careers,Pharr,TX,78577
7491,Alexander Academy,Fitchburg,MA,1420
7492,LeMelange Academy of Hair,Napa,CA,94558
7493,Aveda Institute-Tucson,Tucson,AZ,85719
7494,Velvet Touch Academy of Cosmetology,Nampa,ID,83687
7495,Ambiance Beauty & Barber Academy Inc,Melbourne,FL,32935
7496,Diamond Beauty College,El Monte,CA,91733
7497,NCP College of Nursing-South San Francisco,South San Francisco,CA,94080
7498,University Academy of Hair Design,Northport,AL,35476
7499,Florida Institute of Recording Sound and Technology,Orlando,FL,32804
7500,New Dimensions Beauty Academy Inc,Parker,CO,80138
7501,Jolei's Hair Institute,Olanta,SC,29114
7502,Paul Mitchell the School-Reno,Reno,NV,89501
7503,Boise Barber College,Boise,ID,83704
7504,Austin Kade Academy,Idaho Falls,ID,83404
7505,Aesthetic Science Institute,Latham,NY,12110
7506,Elaine Sterling Institute,Sandy Springs,GA,30342
7507,Wade Gordon Hairdressing Academy,Amarillo,TX,79121
7508,Mitsu Sato Hair Academy,Overland Park,KS,66212
7509,SAE Institute of Technology-Los Angeles,Los Angeles,CA,90028
7510,Florida Vocational Institute,Miami,FL,33155
7511,SAE Institute of Technology-Atlanta,Atlanta,GA,30303
7512,Academy di Firenze,Jerome,ID,83338
7513,SAE Institute of Technology-Miami,North Miami Beach,FL,33160
7514,Colorado State University-Global Campus,Greenwood Village,CO,80111
7515,Paul Mitchell the School-Overland Park,Overland Park,KS,66212
7516,Medspa Academies,South Jordan,UT,84095
7517,Brighton Institute of Cosmetology,Brighton,MI,48116
7518,Strayer University-Minnesota,St. Louis Park,MN,55426
7519,Strayer University-Illinois,Chicago,IL,60606
7520,West Coast University-Dallas,Dallas,TX,75247
7521,Stevens-Henager College-St George,St. George,UT,84790
7522,National American University-Bellevue,Bellevue,NE,68123
7523,National American University-Burnsville,Burnsville,MN,55337
7524,National American University-Mesquite,Mesquite,TX,75150
7525,Empire Beauty School-Savannah,Savannah,GA,31406
7526,Ogle School Hair Skin Nails-Denton,Denton,TX,76205
7527,Empire Beauty School-West Greensboro,Greensboro,NC,27407
7528,California College San Diego,National City,CA,91950
7529,California College San Diego,San Marcos,CA,92069
7530,Old Town Barber College-Topeka,Topeka,KS,66601
7531,Jolie Hair and Beauty Academy-Northfield,Northfield,NJ,8225
7532,Hays Academy of Hair Design,Salina,KS,67401
7533,Bellus Academy,Manhattan,KS,66502
7534,Cortiva Institute-Seattle,Federal Way,WA,98003
7535,MotoRing Technical Training Institute,East Providence,RI,2914
7536,Leon Studio One School of Hair Design & Career Training Center,North Tonawanda,NY,14120
7537,Columbia College,Centreville,VA,20121
7538,NCP College of Nursing-Hayward,Hayward,CA,94541
7539,ITT Technical Institute-Philadelphia,Philadelphia,PA,19106
7540,ITT Technical Institute-Marlton,Marlton,NJ,8053
7541,ITT Technical Institute-Germantown,Greenfield,WI,53220
7542,ITT Technical Institute-Grand Rapids,Wyoming,MI,49519
7543,ITT Technical Institute-Southfield,Southfield,MI,48076
7544,ITT Technical Institute-West Palm Beach,West Palm Beach,FL,33409
7545,ITT Technical Institute-Salem,Salem,OR,97306
7546,ITT Technical Institute-Deerfield Beach,Fort Lauderdale,FL,33328
7547,ITT Technical Institute-Indianapolis East,Indianapolis,IN,46219
7548,ITT Technical Institute-Douglasville,Douglasville,GA,30135
7549,ITT Technical Institute-Overland Park,Overland Park,KS,66213
7550,ITT Technical Institute-Springfield,Springfield,IL,62704
7551,ITT Technical Institute-West Chester,Norwood,OH,45212
7552,University of Phoenix-McAllen Campus,Mission,TX,78572
7553,Pennsylvania State University-World Campus,University Park,PA,16802
7554,Medical Career Institute,Ocean,NJ,7712
7555,Advance Beauty Techs Academy,San Jacinto,CA,92583
7556,Longs Peak Academy,Longmont,CO,80501
7557,Brand College,Glendale,CA,91203
7558,Hinton Barber College,Vallejo,CA,94590
7559,Advanced Career Institute,Visalia,CA,93291
7560,Digital Film Academy,New York,NY,10036
7561,MyComputerCareer.com-Raleigh,Raleigh,NC,27606
7562,Kaplan University-Augusta Campus,Augusta,ME,4330
7563,South University-Austin,Austin,TX,78729
7564,South University-Cleveland,Cleveland,OH,44128
7565,Bryant & Stratton College-Online,Orchard Park,NY,14127
7566,Virginia College-Florence,Florence,SC,29501
7567,Ogle School Hair Skin Nails-San Antonio,San Antonio,TX,78216
7568,Elizabethtown College School of Continuing and Professional Studies,Elizabethtown,PA,17022
7569,Fortis College-Cutler Bay,Cutler Bay,FL,33157
7570,Anamarc College-El Paso East,El Paso,TX,79936
7571,Ideal Beauty Academy,Louisville,KY,40223
7572,Minnesota School of Cosmetology-Plymouth Campus,Plymouth,MN,55447
7573,Mercyhurst University-North East Campus,North East,PA,16428
7574,Warner Pacific College Adult Degree Program,Portland,OR,97266
7575,Platt College-Riverside,Riverside,CA,92507
7576,Savannah Law School,Savannah,GA,31401
7577,Empire Beauty School-Glen Burnie,Glen Burnie,MD,21061
7578,Everest College-Woodbridge,Woodbridge,VA,22192
7579,Everest College-Kansas City,Kansas City,MO,64114
7580,International School of Cosmetology-Toni & Guy Hairdressing Academy,Scottsdale,AZ,85250
7581,InterCoast Career Institute-Salem,Salem,NH,3079
7582,International Sports Sciences Association,Carpinteria,CA,93013
7583,Abraham Lincoln University,Los Angeles,CA,90010
7584,National College-Canton,Canton,OH,44718
7585,Shiloh University,Kalona,IA,52247
7586,Court Reporting Institute of Arlington,Arlington,VA,22203
7587,Vatterott College-Fairview Heights,Fairview Heights,IL,62208
7588,Ross Medical Education Center-Dayton,Dayton,OH,45424
7589,Ross Medical Education Center-Ontario,Ontario,OH,44906
7590,Ross Medical Education Center-Bowling Green,Bowling Green,KY,42104
7591,Florida Institute of Technology-Online,Melbourne,FL,32901
7592,Rasmussen College-Kansas,Topeka,KS,66606
7593,NewCourtland Education Center,Philadelphia,PA,19119
7594,Columbia Institute,Silver Spring,MD,20906
7595,Wadsworth Center-NY State Dept of Health,Albany,NY,12208
7596,EMS Training Institute,Simi Valley,CA,93065
7597,School of Missionary Aviation Technology,Ionia,MI,48846
7598,Ace Cosmetology and Barber Training Center,Wolcott,CT,6716
7599,Salt Lake Baptist College,Taylorsville,UT,84129
7600,Manthano Christian College,Westland,MI,48185
7601,California Miramar University,San Diego,CA,92126
7602,Rocky Vista University,Parker,CO,80134
7603,Virginia College-Greensboro,Greensboro,NC,27406
7604,The College of Health Care Professions-Dallas,Dallas,TX,75243
7605,The College of Health Care Professions-Fort Worth,Fort Worth,TX,76137
7606,Shear Finesse Hairstyling Academy,Jacksonville,FL,32208
7607,Redstone College-Denver East,Denver,CO,80221
7608,Academy of Salon Professionals,Sedalia,MO,65301
7609,CyberTex Institute of Technology,Austin,TX,78752
7610,UEI College-Santa Cruz,Santa Cruz,CA,95065
7611,New England Tractor Trailer Training School of CT-Bridgeport,Bridgeport,CT,6068
7612,Gemini School of Visual Arts & Communication,Cedar Park,TX,78613
7613,Paul Mitchell the School-Woodbridge,Woodbridge,VA,22192
7614,College of the Muscogee Nation,Okmulgee,OK,74447
7615,The Salon Professional Academy-Huntsville,Huntsville,AL,35816
7616,Midwives College of Utah,Salt Lake City,UT,84106
7617,Aspen Beauty Academy of Laurel,Laurel,MD,20724
7618,M T Training Center,Grand Prairie,TX,75150
7619,Berks Career & Technology Center,Leesport,PA,19533
7620,Future Generations Graduate School,Franklin,WV,26807
7621,Carthage R9 School District-Carthage Technical Center,Carthage,MO,64836
7622,Grace Mission University,Fullerton,CA,92833
7623,World A Cuts Barber Institute,York,PA,17401
7624,Photographic Center Northwest,Seattle,WA,98122
7625,PCCTI IT and Healthcare,Oak Brook,IL,60523
7626,Sotheby's Institute of Art-NY,New York,NY,10022
7627,Top Nails & Hair Beauty School,Taylorsville,UT,84118
7628,Radians College,Washington,DC,20005
7629,Santa Ana Beauty College,Santa Ana,CA,92706
7630,Shepherds College,Union Grove,WI,53182
7631,Woodruff Medical Training and Testing,Decatur,GA,30033
7632,Helms College,Macon,GA,31206
7633,American Academy of Personal Training,New York,NY,10011
7634,Technology Center,Norcross,GA,30071
7635,Ukiah Adult School,Ukiah,CA,95482
7636,Riverside County Office of Education,Riverside,CA,92503
7637,Institute of Health Sciences,Hunt Valley,MD,21031
7638,Mid-America Baptist Theological Seminary,Cordova,TN,38016
7639,Mid-South Christian College,Memphis,TN,38118
7640,Advanced Computing Institute,Los Angeles,CA,90010
7641,New York Institute of Beauty,Islandia,NY,11749
7642,Ultrasound Medical Institute,Royal Palm Beach,FL,33411
7643,Beautiful You School of Nail Technology,Cedar City,UT,84720
7644,Harmon's Beauty School,Landover,MD,20785
7645,Xavier College School of Nursing,Stockton,CA,95202
7646,Lawrence & Company College of Cosmetology,Hanford,CA,93230
7647,Cactus Academy,Garden City,NY,11530
7648,Kaizen Beauty Academy,Pembroke Pines,FL,33024
7649,Southern Texas Careers Academy,McAllen,TX,78504
7650,Sharp Edgez Barber Institute,Rochester,NY,14620
7651,Salon Professional Academy,Nashville,TN,37214
7652,Cosmotech School of Cosmetology,Westbrook,ME,4092
7653,Prestige Health & Beauty Sciences Academy,North Miami Beach,FL,33160
7654,Grace College of Barbering,Greenville,NC,27834
7655,California Career Institute,Garden Grove,CA,92840
7656,Cosmo Factory Cosmetology Academy,Santa Cruz,CA,95060
7657,Grace School of Theology,Conroe,TX,77384
7658,Yeshiva Gedolah Kesser Torah,Monsey,NY,10952
7659,Universal Training Institute,Perth Amboy,NJ,8861
7660,Yeshiva Yesodei Hatorah,Lakewood,NJ,8701
7661,Rizzieri Institute,Voorhees,NJ,8043
7662,Bonnie Joseph Academy of Cosmetology and Barbering,Heber City,UT,84032
7663,Healthcare Training Institute,Kenner,LA,70062
7664,W Academy of Salon and Spa,Danville,CA,94526
7665,Boca Beauty Academy,Boca Raton,FL,33434
7666,United Medical and Business Institute,East Point,GA,30344
7667,Paul Mitchell the School-Jersey Shore,Brick,NJ,8723
7668,City Pointe Beauty Academy,Webb City,MO,64870
7669,Chrysm Institute of Esthetics,Virginia Beach,VA,23462
7670,Sanford-Burnham Medical Research Institute,La Jolla,CA,92037
7671,National Personal Training Institute of Columbus,Columbus,OH,43235
7672,Bly's School of Cosmetology,Gainesville,FL,32601
7673,Toni & Guy Hairdressing Academy-Manteca,Manteca,CA,95337
7674,Belle Academy of Cosmetology,Waterbury,CT,6704
7675,Strayer University-Missouri,Kansas City,MO,64131
7676,Dorsey Business Schools-Lansing,Lansing,MI,48911
7677,ITT Technical Institute-Pensacola,Pensacola,FL,32504
7678,ITT Technical Institute-San Antonio East,San Antonio,TX,78218
7679,MedTech Institute-Orlando Campus,Orlando,FL,32826
7680,Tulsa Welding School-Tulsa,Tulsa,OK,74104
7681,Empire Beauty School-Augusta,Augusta,GA,30907
7682,South University-High Point,High Point,NC,27265
7683,Empire Beauty School-Vernon Hills,Vernon Hills,IL,60061
7684,Empire Beauty School-Stone Park,Stone Park,IL,60165
7685,Court Reporting Institute of St Louis,Clayton,MO,63105
7686,San Joaquin Valley College-Lancaster,Lancaster,CA,93534
7687,San Joaquin Valley College-San Diego,Chula Vista,CA,91910
7688,Ohio Business College-Dayton,Dayton,OH,45417
7689,Empire Beauty School-Rochester,Rochester,NY,14626
7690,American Career College-Long Beach,Long Beach,CA,90802
7691,Ross Medical Education Center-Kokomo,Kokomo,IN,46902
7692,Ross Medical Education Center-Erlanger,Erlanger,KY,41018
7693,Ross Medical Education Center-Charleston,Charleston,WV,25304
7694,L'Ecole Culinaire-Kansas City,Kansas City,MO,64112
7695,Utah College of Massage Therapy-Houston,Houston,TX,77040
7696,InterCoast Colleges-Fairfield,Fairfield,CA,94533
7697,Vatterott College-ex'treme Institute by Nelly-St Louis,St. Louis,MO,63102
7698,Personal Fitness & Nutrition Center,Olivette,MO,63132
7699,Southern Careers Institute-San Antonio,San Antonio,TX,78238
7700,College of Business and Technology-Miami Gardens,Miami Gardens,FL,33014
7701,Milan Institute of Cosmetology-Nampa,Nampa,ID,83651
7702,Milan Institute-Merced,Merced,CA,95340
7703,Midwest Technical Institute-Springfield,Springfield,MO,65804
7704,Finger Lakes School of Massage,Frederick,MD,21701
7705,Georgia Regents University,Augusta,GA,30912
7706,Middle Georgia State College,Macon,GA,31206
7707,Trenz Beauty Academy,Calumet,IL,60409
7708,Paul Mitchell the School-Denver,Lakewood,CO,80226
7709,Academy of Interactive Entertainment,Seattle,WA,98109
7710,Arrojo Cosmetology School,New York,NY,10014
7711,Cosmetology Academy of Texarkana,Texarkana,TX,75503
7712,Virginia Baptist College,Fredericksburg,VA,22407
7713,Lynnes Welding Training,Fargo,ND,58102
7714,Aviation Institute of Maintenance-Las Vegas,Las Vegas,NV,89119
7715,Tulsa Technology Center-Owasso Campus,Owasso,OK,74055
7716,Tulsa Technology Center-Sand Springs Campus,Sand Springs,OK,74063
7717,National American University-Austin South,Austin,TX,78745
7718,National American University-Lewisville,Lewisville,TX,75067
7719,National American University-Georgetown,Georgetown,TX,78628
7720,National American University-Richardson,Richardson,TX,75080
7721,National American University-Rochester,Rochester,MN,55901
7722,National American University-Weldon Spring,Weldon Spring,MO,63304
7723,National American University-Wichita West,Wichita,KS,67212
7724,National American University-Indianapolis,Indianapolis,IN,46268
7725,National American University-Tigard,Tigard,OR,97223
7726,The Art Institute of St Louis,St Charles,MO,63303
7727,DeVry College of New York,New York,NY,10016
7728,DeVry University-Arizona,Phoenix,AZ,85021
7729,DeVry University-California,Pomona,CA,91768
7730,DeVry University-Colorado,Westminster,CO,80234
7731,DeVry University-Florida,Miramar,FL,33027
7732,DeVry University-Georgia,Decatur,GA,30030
7733,DeVry University-Illinois,Chicago,IL,60618
7734,DeVry University-Indiana,Indianapolis,IN,46240
7735,DeVry University-Kentucky,Louisville,KY,40223
7736,DeVry University-Maryland,Bethesda,MD,20814
7737,DeVry University-Michigan,Southfield,MI,48076
7738,DeVry University-Minnesota,Edina,MN,55435
7739,DeVry University-Missouri,Kansas City,MO,64131
7740,DeVry University-Nevada,Henderson,NV,89074
7741,DeVry University-New Jersey,North Brunswick,NJ,8902
7742,DeVry University-North Carolina,Charlotte,NC,28273
7743,DeVry University-Ohio,Columbus,OH,43209
7744,DeVry University-Oklahoma,Oklahoma City,OK,73116
7745,DeVry University-Oregon,Portland,OR,97225
7746,DeVry University-Pennsylvania,Fort Washington,PA,19034
7747,DeVry University-Tennessee,Memphis,TN,38119
7748,DeVry University-Texas,Irving,TX,75063
7749,DeVry University-Utah,Sandy,UT,84070
7750,DeVry University-Virginia,Arlington,VA,22202
7751,DeVry University-Washington,Federal Way,WA,98001
7752,DeVry University-Wisconsin,Milwaukee,WI,53202
7753,University of North Georgia,Dahlonega,GA,30597
7754,South Georgia State College,Douglas,GA,31533
7755,Northeastern University Global Network,Boston,MA,2115
7756,Georgia Military College-Distance Learning Campuses,Milledgeville,GA,31061
7757,Florida Polytechnic University,Lakeland,FL,33805
7758,Brown Mackie College-Dallas,Bedford,TX,76021
7759,American Institute-Toms River,Toms River,NJ,8755
7760,Texas Covenant Education,San Antonio,TX,78201
7761,Arizona College-Mesa,Mesa,AZ,85201
7762,American College of Healthcare,Huntington Park,CA,90255
7763,Antioch College,Yellow Springs,OH,45387
7764,Texas A & M University-Central Texas,Killeen,TX,76549
7765,Central Georgia Technical College,Warner Robins,GA,31088
7766,Barber School of Pittsburgh,Pittsburgh,PA,15220
7767,EDMC Central Administrative Office,Pittsburgh,PA,15222
7768,The Salon Professional Academy-South Plainfield,South Plainfield,NJ,7080
7769,Arizona State University-Skysong,Scottsdale,AZ,85257
7770,Louisiana Delta Community College,Monroe,LA,71203
